GENESIS-Tabelle: 41261-0012
Schadholzeinschlag: Bundesländer, Jahre, Einschlagsursache,;;;;;;;;;;;;;;;;;;;
Holzartengruppen, Waldeigentumsarten;;;;;;;;;;;;;;;;;;;
Holzeinschlagsstatistik (forstl. Erzeugerbetriebe);;;;;;;;;;;;;;;;;;;
Schadholzeinschlag (1000 cbm);;;;;;;;;;;;;;;;;;;
;;;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
Year;Cause;Tree_type;Owner;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
2018;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;1311,8;4340,7;-;205,7;-;-;-;62,0;1384,2;1651,1;98,8;14,8;41,6;26,7;52,9;502,7
2018;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;3370,3;6493,1;3,0;266,5;-;0,9;2923,5;106,3;3760,8;2532,6;958,9;99,8;1181,0;1052,8;105,1;1432,2
2018;Insgesamt;Insgesamt;Staatswald (Bundes- und Landeswald);1056,1;1894,8;13,9;433,8;-;1,5;2076,0;90,7;2138,7;473,5;244,8;40,2;1656,0;1580,4;43,8;820,9
2018;Insgesamt;Insgesamt;Körperschaftswald;1511,8;495,2;-;181,5;-;-;1430,3;55,4;560,4;520,2;649,1;50,0;61,1;19,6;41,7;207,4
2018;Insgesamt;Insgesamt;Privatwald;1506,1;5112,3;-;1750,0;-;-;-;241,9;1888,2;1886,0;100,5;17,8;63,9;376,9;90,0;551,9
2018;Insgesamt;Insgesamt;Insgesamt;4073,9;7502,2;13,9;2365,2;-;1,5;3506,3;387,9;4587,3;2879,7;994,4;108,0;1781,0;1976,9;175,5;1580,1
2019;Wind/Sturm;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,5;6,3;0,5;13,7;-;0,0;14,7;3,7;8,6;1,4;1,0;0,1;4,4;14,6;0,1;0,7
2019;Wind/Sturm;Eiche und Roteiche;Körperschaftswald;2,1;1,5;-;3,1;-;-;17,3;3,3;1,4;2,9;1,5;0,2;0,1;-;0,2;0,4
2019;Wind/Sturm;Eiche und Roteiche;Privatwald;0,9;8,0;-;16,5;-;-;3,6;2,3;13,4;8,1;1,5;0,0;0,1;2,9;0,6;0,4
2019;Wind/Sturm;Eiche und Roteiche;Insgesamt;3,5;15,8;0,5;33,3;-;0,0;35,6;9,2;23,5;12,4;4,0;0,3;4,6;17,6;0,9;1,4
2019;Wind/Sturm;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);8,0;41,9;1,0;10,2;-;0,1;65,7;9,6;13,7;5,2;3,2;0,2;18,4;15,4;0,7;11,0
2019;Wind/Sturm;Buche und sonstiges Laubholz;Körperschaftswald;14,5;4,4;-;3,0;-;-;43,3;4,2;8,3;13,6;5,1;0,4;0,3;-;0,6;2,0
2019;Wind/Sturm;Buche und sonstiges Laubholz;Privatwald;10,0;41,9;-;28,9;-;-;18,8;8,3;17,8;26,3;2,5;0,1;0,2;4,6;2,5;7,0
2019;Wind/Sturm;Buche und sonstiges Laubholz;Insgesamt;32,5;88,1;1,0;42,2;-;0,1;127,8;22,1;39,8;45,2;10,8;0,7;18,9;20,0;3,8;19,9
2019;Wind/Sturm;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);4,5;17,5;0,3;69,0;-;0,1;67,5;14,4;15,2;21,5;4,2;0,2;107,4;112,7;0,3;14,2
2019;Wind/Sturm;Kiefer und Lärche;Körperschaftswald;3,6;9,9;-;27,6;-;-;38,0;11,7;7,0;18,0;5,2;0,1;0,4;-;0,3;6,2
2019;Wind/Sturm;Kiefer und Lärche;Privatwald;1,1;63,7;-;206,7;-;-;6,5;24,0;38,2;48,0;0,2;0,4;1,9;51,1;2,5;6,8
2019;Wind/Sturm;Kiefer und Lärche;Insgesamt;9,1;91,1;0,3;303,3;-;0,1;111,9;50,1;60,4;87,6;9,5;0,7;109,7;163,7;3,1;27,2
2019;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);131,4;443,4;0,1;3,0;-;0,2;576,6;11,8;245,2;91,0;79,5;7,1;570,5;184,6;2,3;76,0
2019;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;125,5;46,7;-;0,4;-;-;259,7;8,5;100,9;154,7;234,6;7,8;22,0;-;2,2;25,2
2019;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;87,9;402,3;-;20,1;-;-;281,1;8,1;191,2;322,4;100,0;0,8;13,3;3,8;10,1;67,1
2019;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;344,8;892,5;0,1;23,5;-;0,2;1117,5;28,4;537,3;568,1;414,1;15,8;605,8;188,4;14,5;168,3
2019;Wind/Sturm;Insgesamt;Staatswald (Bundes- und Landeswald);144,4;509,1;2,0;95,9;-;0,4;724,5;39,6;282,7;119,1;87,8;7,5;700,8;327,4;3,4;102,0
2019;Wind/Sturm;Insgesamt;Körperschaftswald;145,7;62,5;-;34,2;-;-;358,3;27,6;117,6;189,3;246,4;8,5;22,8;-;3,2;33,7
2019;Wind/Sturm;Insgesamt;Privatwald;99,8;515,9;-;272,1;-;-;310,0;42,6;260,6;404,8;104,2;1,3;15,5;62,3;15,6;81,1
2019;Wind/Sturm;Insgesamt;Insgesamt;389,9;1087,5;2,0;402,3;-;0,4;1392,8;109,8;660,9;713,1;438,4;17,4;739,0;389,7;22,2;216,8
2019;Schnee/Duft;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,0;0,1;-;0,0;-;-;0,0;1,1;-;0,0;-;-;0,1;-;-;-
2019;Schnee/Duft;Eiche und Roteiche;Körperschaftswald;0,1;0,0;-;-;-;-;0,0;-;-;0,0;-;-;-;-;-;-
2019;Schnee/Duft;Eiche und Roteiche;Privatwald;0,5;3,9;-;-;-;-;0,0;0,1;-;0,0;-;-;-;-;0,1;-
2019;Schnee/Duft;Eiche und Roteiche;Insgesamt;0,7;4,0;-;0,0;-;-;0,1;1,2;-;0,1;-;-;0,1;-;0,1;-
2019;Schnee/Duft;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);3,4;5,5;-;-;-;-;0,1;0,5;-;-;-;-;1,7;0,0;-;-
2019;Schnee/Duft;Buche und sonstiges Laubholz;Körperschaftswald;9,9;0,9;-;-;-;-;0,0;-;-;0,2;0,1;-;0,1;-;-;-
2019;Schnee/Duft;Buche und sonstiges Laubholz;Privatwald;4,9;62,0;-;-;-;-;0,0;0,2;-;0,2;-;-;0,0;-;-;-
2019;Schnee/Duft;Buche und sonstiges Laubholz;Insgesamt;18,2;68,5;-;-;-;-;0,1;0,7;-;0,3;0,1;-;1,7;0,0;-;-
2019;Schnee/Duft;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);0,8;10,8;-;0,1;-;-;0,0;2,8;-;0,0;-;-;11,9;0,6;-;-
2019;Schnee/Duft;Kiefer und Lärche;Körperschaftswald;2,3;14,7;-;-;-;-;0,0;0,2;-;-;0,0;-;0,1;-;-;-
2019;Schnee/Duft;Kiefer und Lärche;Privatwald;2,3;115,7;-;0,2;-;-;8,4;0,5;-;-;-;-;0,1;1,6;-;-
2019;Schnee/Duft;Kiefer und Lärche;Insgesamt;5,4;141,2;-;0,2;-;-;8,4;3,5;-;0,0;0,0;-;12,1;2,2;-;-
2019;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);103,1;415,1;-;0,1;-;-;0,1;0,8;-;0,1;0,3;-;255,9;2,6;-;-
2019;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;153,5;61,8;-;-;-;-;0,1;-;0,1;12,5;0,5;-;8,4;-;-;-
2019;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;231,1;923,7;-;-;-;-;0,1;0,1;13,8;9,5;1,0;-;2,0;0,1;-;-
2019;Schnee/Duft;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;487,7;1400,6;-;0,1;-;-;0,3;0,9;13,9;22,1;1,8;-;266,3;2,7;-;-
2019;Schnee/Duft;Insgesamt;Staatswald (Bundes- und Landeswald);107,3;431,5;-;0,2;-;-;0,2;5,3;-;0,1;0,3;-;269,5;3,3;-;-
2019;Schnee/Duft;Insgesamt;Körperschaftswald;165,9;77,5;-;-;-;-;0,2;0,2;0,1;12,7;0,6;-;8,6;-;-;-
2019;Schnee/Duft;Insgesamt;Privatwald;238,8;1105,3;-;0,2;-;-;8,5;0,9;13,8;9,7;1,0;-;2,1;1,6;0,1;-
2019;Schnee/Duft;Insgesamt;Insgesamt;512,0;1614,3;-;0,3;-;-;8,8;6,3;13,9;22,5;1,9;-;280,2;4,9;0,1;-
2019;Insekten;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);0,9;1,6;-;0,9;-;-;0,2;0,1;1,9;0,1;0,6;0,0;1,2;2,4;0,0;0,5
2019;Insekten;Eiche und Roteiche;Körperschaftswald;1,7;1,0;-;0,2;-;-;0,0;0,5;0,2;0,1;0,3;0,1;0,0;-;0,0;0,5
2019;Insekten;Eiche und Roteiche;Privatwald;5,5;3,7;-;3,6;-;-;2,2;0,9;2,4;4,9;-;0,0;0,0;0,1;0,5;0,5
2019;Insekten;Eiche und Roteiche;Insgesamt;8,1;6,3;-;4,7;-;-;2,4;1,5;4,5;5,1;0,9;0,2;1,2;2,5;0,5;1,4
2019;Insekten;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);19,2;1,1;-;1,8;-;-;0,3;0,1;2,5;1,7;0,2;0,1;6,8;6,7;0,0;1,0
2019;Insekten;Buche und sonstiges Laubholz;Körperschaftswald;28,9;0,6;-;0,5;-;-;2,2;0,2;2,4;1,0;1,9;0,1;0,2;-;0,1;0,4
2019;Insekten;Buche und sonstiges Laubholz;Privatwald;41,1;9,2;-;5,3;-;-;9,8;2,4;7,9;5,0;-;0,2;0,1;0,8;0,2;1,5
2019;Insekten;Buche und sonstiges Laubholz;Insgesamt;89,2;11,0;-;7,6;-;-;12,3;2,7;12,8;7,7;2,2;0,4;7,2;7,5;0,3;2,9
2019;Insekten;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);20,7;26,5;0,1;49,5;-;0,0;41,2;4,6;56,5;5,2;2,7;0,4;210,1;134,6;1,6;12,4
2019;Insekten;Kiefer und Lärche;Körperschaftswald;18,4;8,8;-;31,4;-;-;29,9;0,4;14,1;9,4;1,4;0,2;16,5;0,2;0,2;4,2
2019;Insekten;Kiefer und Lärche;Privatwald;5,5;169,1;-;197,3;-;-;13,6;9,8;45,2;15,9;4,0;0,3;7,2;54,7;1,1;4,5
2019;Insekten;Kiefer und Lärche;Insgesamt;44,6;204,5;0,1;278,3;-;0,0;84,8;14,8;115,8;30,6;8,1;0,9;233,9;189,4;2,9;21,1
2019;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);728,1;1661,1;0,8;121,0;-;1,8;2409,4;198,3;1688,4;1012,0;501,7;66,9;586,4;789,8;26,7;758,6
2019;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;874,8;449,9;-;37,9;-;-;1897,4;22,8;321,5;885,9;1366,6;73,8;69,3;3,9;26,3;176,1
2019;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;898,6;4007,3;-;439,5;-;-;1415,1;161,3;1147,1;3518,7;1180,0;13,9;91,6;105,2;38,2;495,7
2019;Insekten;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;2501,6;6118,3;0,8;598,4;-;1,8;5722,0;382,4;3157,0;5416,7;3048,4;154,5;747,3;898,9;91,3;1430,4
2019;Insekten;Insgesamt;Staatswald (Bundes- und Landeswald);768,9;1690,4;0,8;173,2;-;1,8;2451,1;203,0;1749,3;1019,0;505,4;67,4;804,6;933,5;28,4;772,5
2019;Insekten;Insgesamt;Körperschaftswald;923,7;460,3;-;70,0;-;-;1929,6;24,0;338,3;896,5;1370,2;74,2;86,0;4,1;26,7;181,2
2019;Insekten;Insgesamt;Privatwald;950,8;4189,4;-;645,7;-;-;1440,7;174,4;1202,6;3544,5;1184,0;14,4;98,9;160,8;39,9;502,1
2019;Insekten;Insgesamt;Insgesamt;2643,4;6340,0;0,8;888,9;-;1,8;5821,4;401,4;3290,2;5460,0;3059,6;156,0;989,5;1098,4;95,0;1455,8
2019;Trockenheit;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Eiche und Roteiche;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Eiche und Roteiche;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Eiche und Roteiche;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Buche und sonstiges Laubholz;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Buche und sonstiges Laubholz;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Buche und sonstiges Laubholz;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Kiefer und Lärche;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Kiefer und Lärche;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Kiefer und Lärche;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Insgesamt;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Insgesamt;Körperschaftswald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Insgesamt;Privatwald;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Trockenheit;Insgesamt;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019;Sonstiges;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);5,5;2,5;0,0;3,4;-;0,0;6,8;4,3;2,2;0,4;0,8;0,3;0,1;3,8;0,0;4,0
2019;Sonstiges;Eiche und Roteiche;Körperschaftswald;15,7;2,1;0,0;0,6;-;0,0;11,1;1,6;0,9;1,7;0,6;0,1;0,0;0,0;0,1;3,4
2019;Sonstiges;Eiche und Roteiche;Privatwald;2,3;19,4;0,0;10,5;-;0,0;5,3;2,0;5,1;4,1;0,5;0,0;0,0;1,4;0,2;3,4
2019;Sonstiges;Eiche und Roteiche;Insgesamt;23,4;23,9;0,0;14,5;-;0,0;23,2;7,8;8,2;6,2;1,9;0,4;0,1;5,2;0,3;10,7
2019;Sonstiges;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);105,5;85,0;0,0;5,5;-;0,1;74,0;45,1;28,8;4,6;8,1;2,9;1,0;25,4;5,8;166,2
2019;Sonstiges;Buche und sonstiges Laubholz;Körperschaftswald;276,5;38,3;0,0;0,6;-;0,0;99,2;9,8;12,5;25,5;5,9;1,3;0,0;0,1;6,5;47,0
2019;Sonstiges;Buche und sonstiges Laubholz;Privatwald;40,2;243,0;0,0;15,9;-;0,0;112,2;28,2;53,2;47,1;0,3;0,0;0,0;5,3;7,8;167,0
2019;Sonstiges;Buche und sonstiges Laubholz;Insgesamt;422,2;366,2;0,0;22,0;-;0,1;285,4;83,0;94,5;77,2;14,2;4,2;1,0;30,9;20,2;380,1
2019;Sonstiges;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);80,4;130,5;0,0;11,9;-;0,0;34,8;5,7;4,8;1,3;1,7;0,0;3,8;109,4;0,5;20,1
2019;Sonstiges;Kiefer und Lärche;Körperschaftswald;37,3;38,3;0,0;68,4;-;0,0;45,1;0,1;0,7;0,8;16,2;0,1;0,0;0,0;0,0;13,0
2019;Sonstiges;Kiefer und Lärche;Privatwald;3,4;462,9;0,0;124,5;-;0,0;20,6;4,3;9,1;5,9;0,1;0,1;0,3;54,3;0,0;13,4
2019;Sonstiges;Kiefer und Lärche;Insgesamt;121,1;631,7;0,0;204,8;-;0,0;100,5;10,1;14,7;8,0;17,9;0,2;4,1;163,8;0,5;46,5
2019;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);95,0;69,4;0,0;0,1;-;0,0;16,6;4,6;23,8;3,9;3,2;0,4;0,6;59,8;1,2;206,2
2019;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;184,8;43,3;0,0;1,2;-;0,0;58,1;0,2;0,3;3,8;42,5;0,0;0,0;0,0;0,0;82,1
2019;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;148,9;745,5;0,0;15,9;-;0,0;15,2;7,5;25,4;53,9;100,5;0,1;0,0;7,7;2,7;215,8
2019;Sonstiges;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;428,7;858,2;0,0;17,0;-;0,0;90,0;12,3;49,6;61,6;146,2;0,4;0,6;67,6;3,9;504,1
2019;Sonstiges;Insgesamt;Staatswald (Bundes- und Landeswald);286,4;287,2;0,0;20,9;-;0,1;132,3;59,6;59,6;10,3;13,9;3,5;5,5;198,5;7,6;396,5
2019;Sonstiges;Insgesamt;Körperschaftswald;514,4;121,9;0,0;70,8;-;0,0;213,4;11,7;14,5;31,7;65,0;1,5;0,1;0,1;6,7;145,5
2019;Sonstiges;Insgesamt;Privatwald;194,8;1470,7;0,0;166,6;-;0,0;153,5;42,0;92,8;110,9;101,4;0,2;0,3;68,9;10,7;399,5
2019;Sonstiges;Insgesamt;Insgesamt;995,6;1879,9;0,0;258,4;-;0,1;499,2;113,2;166,9;153,0;180,3;5,2;5,8;267,4;25,0;941,5
2019;Insgesamt;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);6,9;10,3;0,5;18,0;-;0,0;21,7;9,1;12,7;1,9;2,5;0,4;5,8;20,9;0,1;5,1
2019;Insgesamt;Eiche und Roteiche;Körperschaftswald;19,6;4,7;-;3,9;-;-;28,4;5,4;2,5;4,7;2,4;0,5;0,2;-;0,3;4,2
2019;Insgesamt;Eiche und Roteiche;Privatwald;9,3;34,9;-;30,6;-;-;11,2;5,3;20,9;17,1;2,0;0,1;0,1;4,4;1,3;4,2
2019;Insgesamt;Eiche und Roteiche;Insgesamt;35,8;49,9;0,5;52,5;-;0,0;61,2;19,7;36,1;23,7;6,9;0,9;6,0;25,3;1,8;13,5
2019;Insgesamt;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);136,1;133,5;1,0;17,6;-;0,2;140,1;55,4;45,0;11,6;11,5;3,2;27,9;47,5;6,6;178,2
2019;Insgesamt;Buche und sonstiges Laubholz;Körperschaftswald;329,9;44,2;-;4,2;-;-;144,7;14,1;23,1;40,3;13,0;1,8;0,6;0,1;7,3;49,3
2019;Insgesamt;Buche und sonstiges Laubholz;Privatwald;96,2;356,1;-;50,0;-;-;140,8;39,0;78,8;78,4;2,8;0,3;0,3;10,7;10,5;175,4
2019;Insgesamt;Buche und sonstiges Laubholz;Insgesamt;562,2;533,8;1,0;71,8;-;0,2;425,6;108,5;147,0;130,3;27,3;5,2;28,8;58,4;24,3;403,0
2019;Insgesamt;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);106,4;185,3;0,4;130,5;-;0,1;143,6;27,5;76,5;28,1;8,6;0,5;333,3;357,3;2,4;46,7
2019;Insgesamt;Kiefer und Lärche;Körperschaftswald;61,6;71,7;-;127,5;-;-;113,0;12,4;21,9;28,2;22,7;0,4;17,0;0,2;0,5;23,4
2019;Insgesamt;Kiefer und Lärche;Privatwald;12,3;811,4;-;528,7;-;-;49,1;38,6;92,6;69,9;4,3;0,9;9,5;161,7;3,5;24,6
2019;Insgesamt;Kiefer und Lärche;Insgesamt;180,3;1068,4;0,4;786,7;-;0,1;305,7;78,6;190,9;126,2;35,6;1,8;359,8;519,1;6,4;94,8
2019;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);1057,6;2589,1;0,9;124,1;-;2,0;3002,7;215,4;1957,3;1107,0;584,7;74,4;1413,5;1036,9;30,2;1040,9
2019;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;1338,7;601,6;-;39,5;-;-;2215,4;31,6;422,9;1056,9;1644,2;81,6;99,7;3,9;28,5;283,4
2019;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;1366,4;6078,9;-;475,4;-;-;1711,6;176,9;1377,5;3904,4;1381,5;14,7;106,9;116,8;51,0;778,5
2019;Insgesamt;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;3762,7;9269,6;0,9;639,0;-;2,0;6929,7;424,0;3757,7;6068,4;3610,5;170,7;1620,1;1157,6;109,7;2102,8
2019;Insgesamt;Insgesamt;Staatswald (Bundes- und Landeswald);1307,0;2918,3;2,8;290,3;-;2,3;3308,1;307,4;2091,5;1148,6;607,4;78,5;1780,4;1462,6;39,3;1271,0
2019;Insgesamt;Insgesamt;Körperschaftswald;1749,7;722,1;-;175,0;-;-;2501,4;63,5;470,4;1130,1;1682,3;84,3;117,5;4,2;36,6;360,4
2019;Insgesamt;Insgesamt;Privatwald;1484,3;7281,4;-;1084,6;-;-;1912,7;259,8;1569,8;4069,8;1390,6;16,0;116,7;293,6;66,3;982,8
2019;Insgesamt;Insgesamt;Insgesamt;4540,9;10921,8;2,8;1549,9;-;2,3;7722,2;630,8;4131,8;6348,6;3680,2;178,7;2014,6;1760,4;142,2;2614,1
2020;Wind/Sturm;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);1,8;1,2;0,1;2,6;-;-;7,4;0,0;3,9;1,5;2,8;0,6;0,6;2,0;0,1;0,3
2020;Wind/Sturm;Eiche und Roteiche;Körperschaftswald;7,6;0,8;-;0,4;-;-;9,8;0,3;0,4;0,4;2,7;0,2;0,0;-;0,1;0,1
2020;Wind/Sturm;Eiche und Roteiche;Privatwald;3,0;5,3;-;1,3;-;-;2,5;0,3;8,0;4,4;0,3;0,0;0,1;2,2;0,3;0,1
2020;Wind/Sturm;Eiche und Roteiche;Insgesamt;12,5;7,3;0,1;4,2;-;-;19,7;0,7;12,3;6,3;5,8;0,8;0,7;4,3;0,5;0,5
2020;Wind/Sturm;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);32,1;26,2;0,4;3,0;-;0,0;38,6;0,1;7,4;7,1;10,7;1,0;2,8;5,2;0,4;10,9
2020;Wind/Sturm;Buche und sonstiges Laubholz;Körperschaftswald;67,2;11,7;-;1,3;-;-;46,3;1,2;3,7;7,7;12,9;0,7;0,2;-;0,2;0,9
2020;Wind/Sturm;Buche und sonstiges Laubholz;Privatwald;58,1;143,4;-;4,7;-;-;12,1;2,8;7,9;14,4;0,7;0,1;0,1;5,3;0,8;4,4
2020;Wind/Sturm;Buche und sonstiges Laubholz;Insgesamt;157,4;181,2;0,4;9,0;-;0,0;97,0;4,1;19,0;29,2;24,2;1,7;3,1;10,5;1,3;16,2
2020;Wind/Sturm;Kiefer und Lärche;Staatswald (Bundes- und Landeswald);15,2;58,7;0,1;9,5;-;-;38,5;0,2;14,1;6,7;14,3;0,4;11,2;13,5;0,3;1,8
2020;Wind/Sturm;Kiefer und Lärche;Körperschaftswald;28,1;32,4;-;1,3;-;-;36,6;1,7;2,5;2,9;6,0;0,1;0,1;-;0,1;0,3
2020;Wind/Sturm;Kiefer und Lärche;Privatwald;9,9;93,4;-;56,4;-;-;6,8;5,5;20,8;9,5;0,2;0,0;0,0;49,2;1,8;1,4
2020;Wind/Sturm;Kiefer und Lärche;Insgesamt;53,3;184,5;0,1;67,2;-;-;82,0;7,4;37,4;19,1;20,6;0,5;11,3;62,7;2,2;3,4
2020;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Staatswald (Bundes- und Landeswald);649,4;953,9;-;0,9;-;0,2;321,0;1,0;358,2;169,8;159,8;8,7;172,2;207,1;6,1;119,9
2020;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Körperschaftswald;984,5;274,8;-;0,3;-;-;189,5;4,8;28,5;69,8;292,3;4,1;10,9;-;1,8;24,2
2020;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Privatwald;934,5;2193,0;-;5,6;-;-;168,8;4,1;95,9;245,8;242,2;0,6;4,8;3,4;4,4;65,3
2020;Wind/Sturm;Fichte, Tanne, Douglasie und sonstiges Nadelholz;Insgesamt;2568,4;3421,8;-;6,7;-;0,2;679,3;9,8;482,7;485,5;694,3;13,4;187,9;210,6;12,3;209,4
2020;Wind/Sturm;Insgesamt;Staatswald (Bundes- und Landeswald);698,5;1040,0;0,5;15,9;-;0,2;405,6;1,4;383,7;185,2;187,7;10,7;186,8;227,9;6,7;132,8
2020;Wind/Sturm;Insgesamt;Körperschaftswald;1087,5;319,6;-;3,2;-;-;282,2;8,0;35,0;80,8;313,9;5,0;11,2;-;2,2;25,5
2020;Wind/Sturm;Insgesamt;Privatwald;1005,6;2435,2;-;68,1;-;-;190,2;12,7;132,6;274,1;243,4;0,8;5,0;60,1;7,3;71,2
2020;Wind/Sturm;Insgesamt;Insgesamt;2791,6;3794,8;0,5;87,1;-;0,2;878,0;22,0;551,3;540,1;744,9;16,5;203,0;288,0;16,3;229,5
2020;Schnee/Duft;Eiche und Roteiche;Staatswald (Bundes- und Landeswald);-;-;-;-;-;-;-;-;-;-;-;-;0,0;-;-;-
2020;Schnee/Duft;Eiche und Roteiche;Körperschaftswald;0,0;0,0;-;-;-;-;0,6;-;-;-;0,0;-;-;-;-;-
2020;Schnee/Duft;Eiche und Roteiche;Privatwald;0,1;0,4;-;-;-;-;-;-;-;-;-;-;-;-;0,1;-
2020;Schnee/Duft;Eiche und Roteiche;Insgesamt;0,1;0,4;-;-;-;-;0,6;-;-;-;0,0;-;0,0;-;0,1;-
2020;Schnee/Duft;Buche und sonstiges Laubholz;Staatswald (Bundes- und Landeswald);0,2;0,9;-;-;-;-;-;-;-;-;-;-;0,7;-;-;-
